"Statistic Label","CensusYear","Detailed Marital Status","County and City","Sex","Age Group","UNIT","VALUE"
"Population","2011","Registered same-sex civil partnership","Louth","Female","85 years and over","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","All ages","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","Under 25 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","25 - 29 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","30 - 34 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","35 - 39 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","40 - 44 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","45 - 49 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","50 - 54 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","55 - 59 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","60 - 64 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","65 - 69 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","70 - 74 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","75 - 79 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","80 - 84 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Both sexes","85 years and over","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","All ages","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","Under 25 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","25 - 29 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","30 - 34 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","35 - 39 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","40 - 44 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","45 - 49 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","50 - 54 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","55 - 59 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","60 - 64 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","65 - 69 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","70 - 74 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","75 - 79 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","80 - 84 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Male","85 years and over","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","All ages","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","Under 25 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","25 - 29 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","30 - 34 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","35 - 39 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","40 - 44 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","45 - 49 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","50 - 54 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","55 - 59 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","60 - 64 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","65 - 69 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","70 - 74 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","75 - 79 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","80 - 84 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Meath","Female","85 years and over","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","All ages","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","Under 25 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","25 - 29 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","30 - 34 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","35 - 39 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","40 - 44 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","45 - 49 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","50 - 54 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","55 - 59 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","60 - 64 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","65 - 69 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","70 - 74 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","75 - 79 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","80 - 84 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Both sexes","85 years and over","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","All ages","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","Under 25 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","25 - 29 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","30 - 34 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","35 - 39 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","40 - 44 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","45 - 49 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","50 - 54 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","55 - 59 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","60 - 64 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","65 - 69 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","70 - 74 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","75 - 79 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","80 - 84 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Male","85 years and over","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","All ages","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","Under 25 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","25 - 29 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","30 - 34 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","35 - 39 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","40 - 44 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","45 - 49 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","50 - 54 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","55 - 59 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","60 - 64 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","65 - 69 years","Number","0"
"Population","2011","Registered same-sex civil partnership","Offaly","Female","70 - 74 years","Number","0"
