"Statistic Label","Sex","Socio Economic Group","Nationality","CensusYear","UNIT","VALUE"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Not stated","2011","Number","1288"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Not stated","2016","Number","1506"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Belarusian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Belarusian","2016","Number","38"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Bosnian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Bosnian","2016","Number","14"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Bulgarian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Bulgarian","2016","Number","23"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Croatian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Croatian","2016","Number","11"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Czech","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Czech","2016","Number","16"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Finnish","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Finnish","2016","Number","18"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-French","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-French","2016","Number","254"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-German","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-German","2016","Number","141"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Hungarian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Hungarian","2016","Number","32"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Italian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Italian","2016","Number","91"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Latvian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Latvian","2016","Number","36"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Lithuanian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Lithuanian","2016","Number","41"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Dutch","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Dutch","2016","Number","41"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Polish","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Polish","2016","Number","449"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Portuguese","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Portuguese","2016","Number","22"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Romanian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Romanian","2016","Number","174"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Slovakian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Slovakian","2016","Number","15"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Spanish","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Spanish","2016","Number","93"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Swedish","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Swedish","2016","Number","26"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Other European","2011","Number","757"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Other European","2016","Number","493"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Algerian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Algerian","2016","Number","28"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Congolese","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Congolese","2016","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Egyptian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Egyptian","2016","Number","20"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Libyan","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Libyan","2016","Number","15"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Nigerian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Nigerian","2016","Number","663"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-South African","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-South African","2016","Number","236"
"Population Usually Resident and Present in the State 2011 to 2016","Female","C. Lower professional","Irish-Sudanese","2011","Number","0"
